x,y,z,v
95,125,31,0.0633
95,128,132,0.1242
95,129,0,0.0685
95,133,68,0.0769
95,135,53,0.0941
95,136,128,0.119
95,141,59,0.1188
95,146,139,0.0607
95,150,148,0.2372
95,151,28,0.085
95,159,163,0.0851
95,164,189,0.079
95,165,122,0.2857
95,166,46,0.0721
95,169,138,0.0853
95,174,157,0.0589
95,186,81,0.0596
96,15,35,0.2829
96,19,100,0.0877
96,23,106,0.0936
96,27,58,0.0723
96,28,188,0.0671
96,31,195,0.0626
96,34,197,0.0587
96,41,78,0.2643
96,42,58,0.2819
96,49,27,0.0536
96,54,176,0.0925
96,58,94,0.0985
96,58,149,0.2526
96,61,126,0.0752
96,66,171,0.0539
96,72,2,0.067
96,72,8,0.0671
96,96,46,0.2696
96,101,123,0.1212
96,104,198,0.0704
96,107,17,0.1065
96,107,120,0.1386
96,112,123,0.2585
96,112,158,0.0711
96,125,98,0.0664
96,129,114,0.0954
96,138,144,0.046
96,144,175,0.2803
96,152,71,0.082
96,163,4,0.2624
96,168,194,0.2994
96,181,112,0.0548
96,183,40,0.2818
96,184,21,0.2887
96,186,4,0.0545
96,188,173,0.1028
96,192,49,0.2896
96,193,106,0.0343
96,198,175,0.0922
97,3,74,0.0943
97,3,96,0.2933
97,4,55,0.0639
97,15,141,0.1089
97,24,67,0.0625
97,30,186,0.0747
97,34,122,0.1086
97,39,166,0.1012
97,43,160,0.0825
97,45,82,0.0748
97,56,13,0.1154
97,57,73,0.2699
97,59,196,0.1021
97,64,42,0.0956
97,69,95,0.076
97,75,31,0.0913
97,80,81,0.0646
97,84,159,0.098
97,86,116,0.288
97,89,43,0.08
97,91,136,0.0379
97,98,34,0.0524
97,99,146,0.0544
97,105,125,0.2441
97,112,26,0.0606
97,112,44,0.3164
97,112,103,0.2622
97,123,12,0.0685
97,123,133,0.2718
97,129,19,0.0589
97,134,105,0.0757
97,134,109,0.0665
97,143,69,0.0955
97,147,184,0.1016
97,152,25,0.0823
97,154,64,0.2869
97,159,52,0.0682
97,160,103,0.1195
97,164,5,0.3192
97,164,68,0.1208
97,167,22,0.2742
97,173,96,0.1162
97,194,98,0.0521
97,194,169,0.2865
97,198,70,0.0641
98,3,41,0.2895
98,3,50,0.0553
98,8,127,0.0765
98,16,20,0.0843
98,19,37,0.0733
98,19,141,0.1011
98,31,88,0.2874
98,31,128,0.0688
98,32,23,0.2845
98,43,156,0.0877
98,46,199,0.0514
98,47,129,0.0321
98,54,67,0.2663
98,56,172,0.0676
98,58,170,0.0928
98,61,160,0.2659
98,72,41,0.295
98,72,96,0.0859
98,76,142,0.1061
98,77,80,0.2931
98,79,14,0.0734
98,86,100,0.0756
98,89,15,0.0882
98,93,53,0.0734
98,95,169,0.0783
98,103,33,0.0766
98,103,174,0.1071
98,108,59,0.1246
98,113,102,0.1172
98,114,101,0.099
98,119,131,0.0741
98,122,192,0.0675
98,128,182,0.0639
98,129,127,0.0832
98,129,135,0.0626
98,129,184,0.2965
98,130,84,0.0737
98,131,125,0.1101
98,158,62,0.1189
98,160,40,0.0795
98,169,109,0.0652
98,173,123,0.0781
98,175,129,0.1143
98,176,136,0.0735
98,179,99,0.1216
98,183,104,0.2974
98,186,127,0.2988
98,194,186,0.2988
98,195,199,0.0786
98,196,139,0.0621
98,197,86,0.0747
98,197,149,0.0484
99,5,92,0.0939
99,5,96,0.2946
99,7,23,0.2538
99,9,12,0.0675
99,14,134,0.2841
99,15,16,0.0592
99,26,24,0.0747
99,29,13,0.0839
99,38,21,0.0559
99,41,96,0.2896
99,44,14,0.0778
99,48,108,0.079
99,49,122,0.0763
99,50,174,0.0717
99,62,150,0.125
99,66,196,0.0554
99,67,158,0.271
99,73,47,0.1378
99,74,170,0.0908
99,79,173,0.2794
99,82,136,0.0656
99,83,146,0.0525
99,84,161,0.0634
99,86,44,0.0663
99,89,154,0.0863
99,93,23,0.0742
99,95,170,0.093
99,96,36,0.2897
99,103,25,0.2902
99,105,53,0.0552
99,119,86,0.0879
99,123,79,0.0998
99,132,178,0.1003
99,134,189,0.0534
99,142,74,0.058
99,153,4,0.0882
99,157,18,0.2744
99,161,62,0.0832
99,167,29,0.0653
99,172,20,0.0851
99,176,63,0.0552
99,176,175,0.0616
99,181,14,0.2922
99,182,53,0.0634
99,189,171,0.2571
99,189,175,0.2662
99,194,9,0.0633
99,196,195,0.0479
100,2,54,0.0683
100,16,56,0.2979
100,27,80,0.067
100,30,173,0.0949
100,33,65,0.1122
100,33,143,0.2369
100,37,184,0.0688
100,50,154,0.2534
100,52,174,0.2526
100,53,97,0.0539
100,55,145,0.0519
100,72,125,0.1007
100,75,196,0.0633
100,92,31,0.0607
100,96,179,0.0397
100,103,95,0.0452
100,111,56,0.0878
100,122,55,0.1038
100,126,103,0.1066
100,134,98,0.0683
100,139,194,0.2786
100,144,64,0.088
100,146,146,0.2593
100,152,70,0.0952
100,153,78,0.0819
100,163,189,0.0598
100,164,66,0.0799
100,166,46,0.2622
100,171,170,0.1063
100,173,13,0.238
100,176,101,0.0737
100,182,6,0.2743
100,185,41,0.2654
100,186,107,0.2813
100,188,82,0.0672
100,192,144,0.2766
100,193,61,0.2633
100,193,105,0.1289
101,0,6,0.2315
101,18,14,0.284
101,25,75,0.0471
101,52,23,0.258
101,73,55,0.0643
101,75,30,0.2796
101,76,25,0.0869
101,76,63,0.0797
101,82,40,0.0801
101,89,155,0.0412
101,91,53,0.0523
101,95,176,0.2569
101,96,182,0.0591
101,102,83,0.0746
101,102,117,0.0491
101,103,44,0.0686
101,105,102,0.1129
101,118,165,0.1249
101,124,66,0.0667
101,132,106,0.1052
101,138,94,0.0657
101,142,3,0.1055
101,147,19,0.2246
101,154,140,0.2514
101,156,7,0.0532
101,170,184,0.1046
101,172,85,0.0789
101,178,11,0.08
101,178,129,0.0949
101,179,108,0.1248
101,193,10,0.0794
101,195,53,0.0725
101,198,45,0.0923
101,198,90,0.0409
102,7,157,0.1023
102,12,51,0.0758
102,31,158,0.2337
102,48,124,0.0916
102,48,185,0.1179
102,50,132,0.0659
102,51,157,0.069
102,52,54,0.264
102,72,84,0.2629
102,75,150,0.0524
102,78,19,0.079
102,78,179,0.0803
102,87,139,0.088
102,92,102,0.0979
102,97,125,0.0485
102,99,194,0.0949
102,104,176,0.0833
102,113,172,0.0805
102,116,159,0.0593
102,124,73,0.0757
102,136,173,0.2761
102,137,98,0.2815
102,145,114,0.1
102,146,142,0.0774
102,148,84,0.0436
102,155,101,0.0861
102,158,10,0.3144
102,162,59,0.1288
102,166,55,0.2793
102,171,95,0.2895
102,177,165,0.0667
102,182,170,0.0568
102,188,80,0.1244
103,12,46,0.0632
103,15,127,0.2392
103,18,198,0.0682
103,21,5,0.2208
103,34,69,0.0862
103,34,192,0.0599
103,36,50,0.0654
103,38,107,0.0825
103,58,34,0.0936
103,69,198,0.0749
103,75,191,0.0456
103,78,94,0.2214
103,81,5,0.0867
103,82,145,0.0534
103,84,103,0.2805
103,96,161,0.073
103,106,15,0.0627
103,113,91,0.0707
103,118,33,0.0723
103,119,15,0.0914
103,119,68,0.0563
103,119,109,0.0456
103,124,57,0.0789
103,124,146,0.0412
103,131,175,0.2833
103,135,93,0.098
103,137,168,0.2731
103,139,9,0.0765
103,142,17,0.0995
103,143,155,0.277
103,144,66,0.0772
103,145,16,0.0692
103,155,66,0.0675
103,171,18,0.1024
103,176,162,0.0896
103,181,69,0.1022
103,181,97,0.0631
103,185,20,0.257
103,187,172,0.0666
103,193,151,0.0782
103,197,174,0.1143
104,2,130,0.092
104,9,103,0.0801
104,13,125,0.2753
104,15,59,0.0664
104,20,31,0.0981
104,20,107,0.0639
104,23,22,0.0595
104,23,161,0.0667
104,26,63,0.2895
104,28,174,0.0757
104,34,57,0.1064
104,38,63,0.0629
104,43,15,0.0794
104,46,131,0.0618
104,59,73,0.2719
104,66,16,0.0865
104,78,183,0.2803
104,81,177,0.2903
104,84,129,0.085
104,95,154,0.0709
104,96,11,0.2687
104,98,58,0.2658
104,101,150,0.1109
104,107,26,0.0761
104,108,195,0.0828
104,117,151,0.0903
104,118,65,0.0567
104,131,38,0.0631
104,131,137,0.0549
104,135,48,0.2425
104,137,124,0.0943
104,150,43,0.2808
104,157,104,0.2812
104,164,69,0.2723
104,168,150,0.2583
104,175,173,0.0537
104,178,86,0.2572
104,178,193,0.0461
104,185,111,0.1112
104,186,129,0.2787
104,194,174,0.0622
104,197,185,0.2636
105,0,8,0.0662
105,2,164,0.2658
105,3,170,0.0587
105,10,101,0.0547
105,12,80,0.2814
105,15,109,0.2913
105,21,124,0.0762
105,22,187,0.2734
105,25,105,0.0607
105,29,22,0.0555
105,42,154,0.0774
105,47,191,0.055
105,55,90,0.0521
105,57,76,0.2835
105,58,91,0.0552
105,62,77,0.0651
105,70,50,0.2833
105,81,89,0.2312
105,82,113,0.1
105,91,157,0.0757
105,95,55,0.0851
105,99,198,0.0638
105,100,113,0.0661
105,105,9,0.0951
105,112,72,0.0651
105,115,180,0.2658
105,124,145,0.2646
105,126,111,0.0735
105,137,166,0.0857
105,137,193,0.0457
105,140,74,0.067
105,153,167,0.0545
105,153,197,0.0828
105,169,43,0.2812
105,171,51,0.0931
105,173,11,0.0669
105,175,125,0.0457
105,187,143,0.0623
105,192,159,0.0658
105,198,40,0.0998
105,199,116,0.0772
106,4,63,0.2391
106,15,58,0.0959
106,16,114,0.2093
106,23,97,0.0706
106,28,151,0.0711
106,32,118,0.0659
106,32,121,0.0676
106,33,192,0.0768
106,39,106,0.1096
106,47,107,0.0766
106,51,151,0.238
106,52,59,0.2866
106,56,83,0.0666
106,57,57,0.0631
106,59,88,0.0924
106,67,98,0.0821
106,74,159,0.2418
106,79,34,0.243
106,79,71,0.2633
106,85,50,0.2735
106,94,125,0.0431
106,98,40,0.1061
106,100,67,0.0861
106,101,189,0.2782
106,106,3,0.0658
106,110,40,0.2896
106,111,196,0.0664
106,115,14,0.0607
106,123,119,0.2571
106,124,27,0.0373
106,124,83,0.2413
106,131,21,0.2768
106,133,48,0.082
106,136,12,0.0688
106,137,71,0.0617
106,144,15,0.0515
106,152,26,0.2834
106,160,98,0.2781
106,165,40,0.0549
106,170,115,0.0429
106,174,151,0.2198
106,179,81,0.0931
106,180,47,0.0479
106,181,38,0.0623
106,186,176,0.1024
106,188,165,0.2035
106,190,92,0.2543
106,194,173,0.2813
106,199,191,0.0618
107,8,86,0.238
107,15,24,0.258
107,16,71,0.0715
107,24,132,0.0551
107,25,44,0.0527
107,29,15,0.0877
107,31,10,0.0788
107,34,41,0.0382
107,35,130,0.0623
107,41,154,0.0533
107,41,187,0.2695
107,47,16,0.2695
107,50,37,0.0695
107,52,116,0.0804
107,52,151,0.283
107,55,58,0.0911
107,63,95,0.0861
107,63,106,0.0704
107,68,18,0.0517
107,71,111,0.0623
107,71,125,0.0815
107,72,130,0.2794
107,78,73,0.0922
107,81,177,0.2753
107,110,160,0.0927
107,128,36,0.2777
107,136,79,0.2572
107,143,118,0.0874
107,143,134,0.0853
107,147,132,0.049
107,150,39,0.2837
107,159,12,0.2787
107,162,24,0.2744
107,163,164,0.0673
107,167,138,0.0684
107,167,152,0.2828
107,173,1,0.2943
107,183,47,0.1079
107,191,56,0.0668
107,194,101,0.105
107,199,40,0.0622
108,6,59,0.0668
108,12,42,0.0798
108,15,161,0.0544
108,16,192,0.2641
108,20,142,0.2788
108,21,57,0.1063
108,31,79,0.0685
108,38,99,0.2783
108,41,24,0.0533
108,44,86,0.0791
108,49,116,0.0836
108,53,141,0.0549
108,56,170,0.0671
108,60,97,0.2709
108,68,91,0.2749
108,70,193,0.2828
108,92,79,0.0427
108,94,123,0.0671
108,115,141,0.0638
108,118,72,0.0561
108,130,53,0.051
108,135,193,0.2759
108,153,37,0.0591
108,154,41,0.2765
108,154,183,0.283
108,156,131,0.0588
108,165,17,0.2427
108,182,161,0.0608
108,186,15,0.0601
108,186,156,0.0677
108,189,88,0.0571
108,196,123,0.0797
109,0,164,0.2391
109,2,146,0.2898
109,19,145,0.063
109,22,101,0.2175
109,23,19,0.2772
109,27,108,0.0754
109,29,191,0.2518
109,31,47,0.0558
109,53,50,0.2781
109,57,180,0.0689
109,58,51,0.2374
109,61,21,0.0919
109,61,37,0.0722
109,71,16,0.2864
109,74,55,0.073
109,75,94,0.2761
109,92,105,0.3027
109,101,132,0.2807
109,108,37,0.0595
109,110,18,0.0523
109,113,89,0.0498
109,140,115,0.0676
109,144,48,0.0583
109,149,132,0.0726
109,161,21,0.2797
109,166,104,0.2413
109,168,40,0.0585
109,171,185,0.0624
109,181,1,0.0545
109,191,12,0.2303
109,194,1,0.071
109,199,124,0.0928
109,199,166,0.2921
110,3,129,0.0453
110,8,137,0.0546
110,13,183,0.0646
110,24,153,0.2621
110,29,5,0.2963
110,34,109,0.2444
110,34,120,0.2539
110,35,125,0.086
110,39,55,0.0451
110,39,168,0.23
110,44,50,0.2656
110,45,66,0.0469
110,50,62,0.0749
110,51,130,0.2791
110,60,186,0.2858
110,61,67,0.2112
110,68,15,0.063
110,68,50,0.0803
110,73,149,0.2946
110,73,182,0.0826
110,80,101,0.2735
110,81,145,0.2741
110,85,46,0.0858
110,85,127,0.2963
110,86,114,0.0516
110,94,2,0.2629
110,96,55,0.2365
110,100,125,0.2897
110,101,150,0.1106
110,107,11,0.0747
110,118,193,0.0369
110,131,187,0.2873
110,146,102,0.2651
110,179,33,0.2783
110,194,113,0.0487
111,1,173,0.2502
111,2,137,0.2709
111,6,28,0.2708
111,8,1,0.0608
111,10,86,0.0441
111,10,92,0.0825
111,15,193,0.0744
111,19,7,0.0917
111,19,176,0.2704
111,28,24,0.066
111,28,61,0.0676
111,36,130,0.0789
111,44,36,0.081
111,44,46,0.0478
111,46,142,0.2497
111,53,163,0.2189
111,57,76,0.0635
111,63,32,0.0659
111,65,72,0.0525
111,75,89,0.2832
111,76,28,0.2944
111,77,138,0.2593
111,86,1,0.1247
111,88,41,0.1124
111,89,34,0.0885
111,92,183,0.0949
111,94,45,0.0643
111,97,126,0.0497
111,99,2,0.2959
111,112,87,0.0745
111,113,19,0.0812
111,123,58,0.2233
111,123,98,0.0925
111,126,168,0.0809
111,131,156,0.0518
111,142,38,0.0922
111,147,2,0.1063
111,153,161,0.0921
111,156,54,0.1161
111,159,139,0.0518
111,160,130,0.2708
111,162,30,0.2741
111,165,138,0.0558
111,169,6,0.0676
111,170,183,0.0602
111,190,196,0.2432
111,194,83,0.0699
111,194,153,0.232
111,195,191,0.2975
111,198,16,0.086
112,1,89,0.0812
112,4,179,0.0732
112,14,29,0.084
112,20,90,0.0543
112,51,105,0.2018
112,52,19,0.0526
112,52,55,0.2027
112,57,147,0.0944
112,58,92,0.1041
112,60,36,0.0693
112,64,73,0.1079
112,79,55,0.2652
112,90,154,0.0624
112,92,117,0.2641
112,108,119,0.2632
112,119,166,0.095
112,121,65,0.0924
112,121,187,0.264
112,122,72,0.0885
112,122,174,0.0951
112,123,45,0.0812
112,127,68,0.0788
112,129,121,0.0657
112,131,22,0.0612
112,131,87,0.0718
112,153,90,0.2826
112,166,38,0.2579
112,170,91,0.0596
112,174,185,0.0525
112,193,124,0.09
112,193,194,0.0633
112,194,16,0.2382
113,10,84,0.0728
113,10,146,0.0756
113,13,45,0.0668
113,16,31,0.0651
113,17,74,0.0637
113,25,12,0.066
113,31,126,0.2828
113,47,73,0.2803
113,52,119,0.2526
113,63,197,0.057
113,68,88,0.0597
113,78,193,0.2516
113,85,10,0.0484
113,86,82,0.0566
113,98,48,0.263
113,102,39,0.1079
113,127,14,0.0923
113,134,97,0.0677
113,142,157,0.0797
113,158,141,0.0597
113,160,173,0.0949
113,162,176,0.0706
113,170,153,0.2642
113,183,57,0.0694
113,188,115,0.0545
113,190,126,0.257
113,191,177,0.1026
113,194,37,0.0858
113,199,59,0.2573
114,8,24,0.0798
114,17,147,0.0599
114,21,17,0.0544
114,23,155,0.0611
114,31,145,0.2653
114,38,82,0.0753
114,40,145,0.2521
114,42,69,0.2761
114,44,3,0.2377
114,44,61,0.0997
114,44,171,0.0811
114,45,104,0.2458
114,45,197,0.2371
114,46,153,0.2373
114,50,43,0.0497
114,53,179,0.0673
114,58,151,0.2017
114,60,161,0.0853
114,72,33,0.2661
114,75,196,0.2381
114,82,145,0.2163
114,96,172,0.0722
114,104,74,0.0543
114,105,77,0.2771
114,109,129,0.0735
114,112,109,0.2747
114,115,75,0.0654
114,118,165,0.2759
114,127,28,0.0658
114,131,37,0.0657
114,135,159,0.287
114,139,163,0.3066
114,156,11,0.0727
114,160,39,0.2769
114,165,50,0.1038
114,170,194,0.0877
114,179,0,0.0653
114,184,111,0.0567
114,187,64,0.0605
114,190,57,0.2226
114,190,121,0.0865
114,191,121,0.2733
115,6,39,0.0569
115,8,80,0.0388
115,16,21,0.0513
115,22,42,0.2695
115,36,99,0.1003
115,40,181,0.2154
115,43,50,0.0576
115,45,141,0.0706
115,48,49,0.0979
115,51,61,0.244
115,52,69,0.2718
115,57,62,0.269
115,62,32,0.2828
115,66,108,0.0533
115,71,169,0.2822
115,73,140,0.0669
115,73,179,0.0487
115,85,10,0.2831
115,85,167,0.2844
115,88,43,0.0518
115,89,61,0.0594
115,96,55,0.2884
115,97,99,0.1295
115,105,104,0.0801
115,107,9,0.0792
115,109,27,0.2583
115,117,188,0.0927
115,129,44,0.0548
115,133,56,0.1
115,133,129,0.0889
115,135,128,0.2708
115,141,9,0.2268
115,141,158,0.2643
115,147,140,0.0621
115,152,77,0.07
115,154,174,0.0873
115,161,113,0.0564
115,162,190,0.062
115,171,147,0.2541
115,177,133,0.2789
115,182,81,0.0724
115,185,71,0.0601
115,187,68,0.2727
115,192,10,0.0862
115,199,158,0.2439
116,4,5,0.0916
116,5,6,0.2364
116,5,106,0.0876
116,7,65,0.2751
116,7,189,0.0634
116,18,60,0.0776
116,19,132,0.2246
116,35,81,0.2788
116,35,89,0.107
116,47,140,0.0831
116,49,129,0.2846
116,49,139,0.0792
116,61,69,0.2484
116,62,36,0.2742
116,71,7,0.0561
116,71,56,0.0688
116,71,188,0.2714
116,74,143,0.0601
116,84,190,0.2112
116,93,30,0.0786
116,94,187,0.0863
116,97,123,0.2695
116,98,110,0.2306
116,103,171,0.0701
116,105,80,0.0449
116,106,30,0.0745
116,107,91,0.0655
116,107,140,0.0522
116,110,38,0.2692
116,110,149,0.0658
116,112,118,0.2813
116,120,47,0.2694
116,133,96,0.2135
116,137,3,0.0396
116,138,29,0.2725
116,139,59,0.264
116,143,192,0.0742
116,144,30,0.264
116,144,126,0.2356
116,148,175,0.0628
116,155,55,0.2159
116,155,65,0.2698
116,159,60,0.0819
116,159,166,0.2661
116,164,130,0.0596
116,171,130,0.0428
116,174,84,0.0558
116,177,195,0.0626
116,187,189,0.0578
116,194,66,0.2998
116,198,132,0.0808
117,5,185,0.0647
117,8,36,0.0559
117,10,4,0.0815
117,10,118,0.2416
117,16,62,0.0677
117,22,136,0.2816
117,24,157,0.0535
117,26,28,0.1139
117,35,22,0.0854
117,45,110,0.095
117,46,181,0.0701
117,51,195,0.2433
117,53,129,0.089
117,56,105,0.2103
117,62,35,0.0818
117,76,2,0.2381
117,84,101,0.099
117,84,129,0.0878
117,86,59,0.0531
117,87,41,0.2355
117,89,1,0.1204
117,106,17,0.08
117,106,84,0.1004
117,106,185,0.2828
117,108,160,0.2793
117,116,55,0.2844
117,121,3,0.0752
117,124,60,0.0611
117,129,131,0.0546
117,130,101,0.2872
117,132,82,0.0857
117,133,148,0.0869
117,143,199,0.0946
117,144,169,0.2963
117,148,47,0.1013
117,153,140,0.0522
117,156,130,0.0523
117,159,2,0.0567
117,159,86,0.265
117,162,22,0.3034
117,166,175,0.0769
117,168,171,0.316
117,185,5,0.0587
117,187,105,0.0313
117,192,59,0.2488
117,199,102,0.0922
118,4,120,0.0951
118,11,124,0.0755
118,13,153,0.0624
118,25,175,0.2547
118,28,126,0.106
118,28,184,0.2006
118,32,40,0.128
118,34,195,0.2426
118,38,124,0.2171
118,39,116,0.1031
118,43,23,0.2271
118,44,0,0.1043
118,48,134,0.2806
118,52,181,0.0656
118,60,16,0.0657
118,63,133,0.2911
118,74,115,0.2863
118,86,38,0.1092
118,88,34,0.0934
118,93,170,0.0361
118,96,136,0.1151
118,97,2,0.0636
118,102,40,0.0517
118,104,112,0.2841
118,104,163,0.0777
118,111,184,0.0644
118,129,5,0.0661
118,133,71,0.2621
118,136,178,0.0486
118,151,79,0.115
118,152,103,0.0605
118,156,102,0.2519
118,159,111,0.2726
118,160,111,0.075
118,163,45,0.2892
118,164,94,0.0737
118,169,12,0.0493
118,174,185,0.0665
118,175,162,0.0479
118,179,188,0.11
118,187,168,0.2655
118,191,171,0.1134
118,195,142,0.3199
119,3,101,0.2566
119,4,146,0.0646
119,20,12,0.2854
119,25,15,0.0717
119,32,80,0.0786
119,35,7,0.3027
119,38,60,0.309
119,47,157,0.2873
119,48,71,0.0629
119,66,177,0.0594
119,75,6,0.0918
119,78,51,0.0524
119,88,148,0.0505
119,97,80,0.0879
119,105,96,0.064
119,108,120,0.0734
119,121,140,0.1
119,121,171,0.0373
119,121,193,0.0794
119,122,196,0.2945
119,123,39,0.1113
119,130,105,0.0828
119,132,20,0.1115
119,132,123,0.2828
119,145,142,0.303
119,146,57,0.0802
119,147,163,0.1012
119,151,21,0.0501
119,151,86,0.0626
119,159,28,0.2948
119,166,0,0.104
119,173,4,0.2813
119,173,8,0.2783
119,175,189,0.0607
119,180,25,0.2631
119,181,19,0.0624
119,183,95,0.0513
119,187,74,0.0927
119,191,150,0.2988
119,195,148,0.2731
119,196,101,0.2797
119,199,11,0.094
120,3,187,0.2776
120,6,0,0.069
120,7,2,0.1026
120,7,185,0.0621
120,16,130,0.2562
120,20,45,0.0631
120,20,104,0.089
120,23,55,0.0608
120,24,106,0.0603
120,28,51,0.0736
120,30,1,0.0664
120,32,57,0.0529
120,34,29,0.2928
120,36,180,0.2375
120,40,85,0.0863
120,43,155,0.2846
120,50,4,0.0776
120,50,171,0.0748
120,53,136,0.1151
120,54,25,0.1065
120,58,39,0.0949
120,66,82,0.0734
120,71,162,0.0513
120,82,149,0.2821
120,84,73,0.2905
120,89,28,0.0798
120,90,24,0.2795
120,90,168,0.2487
120,104,37,0.077
120,105,56,0.1018
120,108,20,0.0522
120,109,87,0.0833
120,111,94,0.3013
120,111,146,0.0523
120,115,125,0.0409
120,123,134,0.0512
120,135,31,0.0734
120,138,47,0.2837
120,143,150,0.0634
120,146,138,0.1053
120,150,142,0.0522
120,152,197,0.2826
120,160,86,0.0602
120,165,17,0.2664
120,171,53,0.0851
120,188,63,0.0523
120,191,60,0.0452
120,198,153,0.0755
121,8,77,0.0784
121,10,33,0.2757
121,11,40,0.1
121,25,12,0.0477
121,31,132,0.0658
121,33,11,0.2331
121,35,170,0.0865
121,38,62,0.0586
121,39,191,0.0675
121,47,6,0.1056
121,53,80,0.0594
121,54,77,0.0447
121,55,152,0.2532
121,57,81,0.054
121,57,129,0.2856
121,63,33,0.0734
121,68,151,0.0505
121,72,79,0.0573
121,72,107,0.0475
121,75,115,0.2711
121,79,19,0.2821
121,88,177,0.0849
121,89,22,0.0731
121,91,180,0.0795
121,96,152,0.0753
121,104,61,0.2548
121,108,83,0.0786
121,117,85,0.0629
121,119,139,0.0597
121,121,155,0.0572
121,124,148,0.0981
121,125,88,0.0673
121,129,122,0.2841
121,131,156,0.1137
121,138,89,0.0783
121,143,80,0.0913
121,152,181,0.0749
121,174,142,0.0889
121,197,184,0.2781
122,3,142,0.0737
122,4,78,0.0645
122,7,5,0.0606
122,18,41,0.276
122,19,58,0.0537
122,26,84,0.2815
122,27,56,0.0526
122,27,191,0.0913
122,34,188,0.0635
122,44,163,0.1193
122,47,50,0.2838
122,48,191,0.075
122,56,95,0.275
122,64,164,0.0642
122,84,0,0.0854
122,88,82,0.0492
122,94,144,0.0827
122,97,16,0.0616
122,102,63,0.096
122,102,100,0.0413
122,104,114,0.0794
122,107,44,0.1134
122,108,97,0.2943
122,111,13,0.2647
122,128,101,0.0732
122,138,185,0.2848
122,139,170,0.2714
122,141,117,0.0664
122,142,127,0.2845
122,151,5,0.3053
122,151,81,0.0629
122,152,116,0.2805
122,152,120,0.2843
122,153,10,0.119
122,158,54,0.0649
122,161,24,0.0477
122,163,161,0.2867
122,171,150,0.072
122,172,11,0.0665
122,176,161,0.0998
122,179,27,0.0815
122,187,9,0.0712
122,193,122,0.1075
123,3,18,0.0526
123,3,119,0.2129
123,9,56,0.0796
123,10,147,0.0833
123,12,155,0.0677
123,31,26,0.2806
123,33,7,0.0514
123,34,190,0.0571
123,35,137,0.0586
123,38,106,0.2643
123,40,71,0.0886
123,43,88,0.0965
123,59,9,0.0728
123,60,88,0.1247
123,61,73,0.0707
123,62,126,0.2787
123,81,159,0.0409
123,90,123,0.2824
123,93,184,0.0858
123,95,16,0.2769
123,101,7,0.2751
123,103,29,0.2728
123,103,132,0.0752
123,117,68,0.2827
123,118,71,0.0555
123,118,167,0.2715
123,120,38,0.0524
123,124,102,0.0875
123,130,163,0.2595
123,133,157,0.2915
123,138,6,0.0662
123,139,72,0.2831
123,140,167,0.066
123,143,155,0.0681
123,149,34,0.2447
123,152,27,0.0534
123,159,116,0.0486
123,161,91,0.0835
123,169,12,0.0528
123,169,25,0.2695
123,169,75,0.0701
123,171,106,0.0826
123,175,67,0.0918
123,176,34,0.0693
123,177,64,0.089
123,182,40,0.0999
123,189,81,0.2838
123,198,107,0.1194
123,199,138,0.1024
124,3,163,0.0801
124,14,140,0.0587
124,15,73,0.0467
124,19,126,0.2663
124,29,98,0.0855
124,29,166,0.1022
124,36,191,0.0745
124,43,128,0.0663
124,47,106,0.041
124,53,52,0.0675
124,68,98,0.0748
124,72,78,0.0757
124,76,17,0.0782
124,79,165,0.1099
124,80,151,0.2902
124,83,62,0.0626
124,83,107,0.1147
124,92,144,0.2588
124,94,53,0.2531
124,102,63,0.0989
124,106,147,0.2077
124,112,71,0.0748
124,126,6,0.0676
124,127,28,0.0591
124,131,138,0.0928
124,134,85,0.099
124,148,57,0.226
124,148,72,0.2758
124,151,37,0.0792
124,157,20,0.0515
124,191,195,0.1245
124,194,123,0.0729
124,196,1,0.0363
124,198,115,0.1245
125,4,171,0.2793
125,20,1,0.0978
125,27,153,0.2854
125,34,63,0.0854
125,48,143,0.2362
125,48,162,0.0505
125,49,166,0.075
125,62,170,0.0524
125,64,90,0.0976
125,67,160,0.054
125,72,149,0.0661
125,75,7,0.0818
125,84,132,0.0535
125,93,181,0.0666
125,98,15,0.0578
125,100,181,0.0751
125,110,84,0.126
125,125,75,0.2354
125,127,42,0.0793
125,129,146,0.1084
125,129,180,0.2243
125,131,157,0.0474
125,134,184,0.1061
125,135,24,0.2654
125,144,66,0.2651
125,145,145,0.2327
125,146,67,0.1189
125,154,165,0.2707
125,160,160,0.2595
125,163,61,0.0555
125,165,51,0.1003
125,169,192,0.0875
125,176,26,0.1043
125,176,110,0.0444
125,177,159,0.2684
125,178,125,0.2227
125,178,158,0.0643
125,179,99,0.0452
125,183,165,0.2381
125,184,94,0.0772
125,193,156,0.0681
126,1,147,0.0559
126,2,70,0.0663
126,18,158,0.0527
126,22,11,0.0722
126,22,71,0.0681
126,23,195,0.0897
126,25,32,0.273
126,29,157,0.0658
126,30,96,0.0516
126,30,172,0.0427
126,48,143,0.293
126,50,182,0.08
126,52,116,0.078
126,68,113,0.2648
126,70,153,0.067
126,84,153,0.0538
126,85,46,0.1167
126,92,169,0.2614
126,94,77,0.0456
126,96,152,0.0604
126,104,99,0.0921
126,129,17,0.0738
126,129,55,0.2721
126,133,135,0.089
126,138,21,0.0857
126,145,49,0.0517
126,147,43,0.2099
126,153,53,0.0797
